0.000001,0.000010,0.000445,0.030431,8.990208
0.000000,0.000002,0.000123,0.011451,1.137393
0.000000,0.000009,0.000905,0.094280,9.534335
0.000001,0.000004,0.000035,0.000396,0.004826
0.000001,0.000004,0.000041,0.000479,0.005788
